1914	5	23
1914	6	28
1914	7	28
1914	8	34
1914	9	21
1914	10	10
1914	11	11
1914	12	2
1915	1	-2
1915	2	-4
1915	3	4
1915	4	12
1915	5	21
1915	6	26
1915	7	27
1915	8	27
1915	9	27
1915	10	15
1915	11	17
1915	12	8
1916	1	-4
1916	2	-7
1916	3	7
1916	4	16
1916	5	19
1916	6	27
1916	7	28
1916	8	27
1916	9	28
1916	10	15
1916	11	17
1916	12	9
1917	1	-1
1917	2	-5
1917	3	8
1917	4	16
1917	5	17
1917	6	21
1917	7	32
1917	8	35
1917	9	26
1917	10	14
1917	11	11
1917	12	5
1918	1	-3
1918	2	0
1918	3	6
1918	4	8
1918	5	18
1918	6	28
1918	7	32
1918	8	34
1918	9	29
1918	10	17
1918	11	15
1918	12	8
1919	1	-2
1919	2	-5
1919	3	0
1919	4	11
1919	5	14
1919	6	29
1919	7	26
1919	8	31
1919	9	24
1919	10	10
1919	11	13
1919	12	11
1920	1	-2
1920	2	-2
1920	3	9
1920	4	10
1920	5	16
1920	6	24
1920	7	31
1920	8	33
1920	9	25
1920	10	14
1920	11	16
1920	12	3
1921	1	-4
1921	2	0
1921	3	9
1921	4	11
1921	5	20
1921	6	28
1921	7	24
1921	8	28
1921	9	21
1921	10	10
1921	11	13
1921	12	3
1922	1	-5
1922	2	-8
1922	3	8
1922	4	13
1922	5	14
1922	6	26
1922	7	28
1922	8	32
1922	9	22
1922	10	15
1922	11	16
1922	12	8
1923	1	-4
1923	2	0
1923	3	4
1923	4	15
1923	5	16
1923	6	24
1923	7	24
1923	8	32
1923	9	22
1923	10	19
1923	11	17
1923	12	2
1924	1	2
1924	2	-7
1924	3	3
1924	4	9
1924	5	15
1924	6	20
1924	7	27
1924	8	30
1924	9	20
1924	10	13
1924	11	17
1924	12	3
1925	1	3
1925	2	-2
1925	3	9
1925	4	11
1925	5	17
1925	6	28
1925	7	24
1925	8	31
1925	9	26
1925	10	16
1925	11	12
1925	12	2
1926	1	-6
1926	2	-4
1926	3	6
1926	4	10
1926	5	20
1926	6	27
1926	7	29
1926	8	32
1926	9	29
1926	10	18
1926	11	15
1926	12	4
1927	1	2
1927	2	-6
1927	3	9
1927	4	17
1927	5	20
1927	6	20
1927	7	26
1927	8	33
1927	9	26
1927	10	11
1927	11	11
1927	12	4
1928	1	-5
1928	2	-3
1928	3	9
1928	4	17
1928	5	15
1928	6	24
1928	7	33
1928	8	27
1928	9	20
1928	10	17
1928	11	13
1928	12	10
1929	1	1
1929	2	-8
1929	3	4
1929	4	16
1929	5	14
1929	6	24
1929	7	26
1929	8	35
1929	9	26
1929	10	11
1929	11	8
1929	12	6
1930	1	-4
1930	2	-6
1930	3	2
1930	4	8
1930	5	19
1930	6	25
1930	7	26
1930	8	35
1930	9	20
1930	10	12
1930	11	16
1930	12	5
1931	1	2
1931	2	-8
1931	3	4
1931	4	8
1931	5	23
1931	6	21
1931	7	33
1931	8	32
1931	9	22
1931	10	15
1931	11	12
1931	12	6
1932	1	3
1932	2	1
1932	3	3
1932	4	14
1932	5	14
1932	6	25
1932	7	24
1932	8	28
1932	9	29
1932	10	14
1932	11	11
1932	12	7
1933	1	-5
1933	2	-1
1933	3	4
1933	4	11
1933	5	15
1933	6	24
1933	7	30
1933	8	35
1933	9	24
1933	10	12
1933	11	10
1933	12	8
1934	1	-2
1934	2	-7
1934	3	2
1934	4	16
1934	5	22
1934	6	29
1934	7	26
1934	8	34
1934	9	28
1934	10	18
1934	11	14
1934	12	10
1935	1	-3
1935	2	0
1935	3	3
1935	4	11
1935	5	17
1935	6	28
1935	7	24
1935	8	30
1935	9	27
1935	10	16
1935	11	16
1935	12	11
1936	1	-6
1936	2	-2
1936	3	8
1936	4	15
1936	5	23
1936	6	20
1936	7	27
1936	8	29
1936	9	23
1936	10	17
1936	11	11
1936	12	4
1937	1	0
1937	2	-3
1937	3	2
1937	4	14
1937	5	19
1937	6	28
1937	7	31
1937	8	35
1937	9	26
1937	10	10
1937	11	12
1937	12	3
1938	1	-6
1938	2	-4
1938	3	8
1938	4	15
1938	5	14
1938	6	28
1938	7	30
1938	8	28
1938	9	24
1938	10	17
1938	11	17
1938	12	5
1939	1	3
1939	2	-6
1939	3	8
1939	4	11
1939	5	14
1939	6	21
1939	7	31
1939	8	34
1939	9	29
1939	10	11
1939	11	13
1939	12	6
1940	1	3
1940	2	-6
1940	3	5
1940	4	15
1940	5	18
1940	6	29
1940	7	33
1940	8	30
1940	9	25
1940	10	19
1940	11	11
1940	12	7
1941	1	1
1941	2	-8
1941	3	8
1941	4	9
1941	5	23
1941	6	29
1941	7	31
1941	8	34
1941	9	22
1941	10	15
1941	11	11
1941	12	6
1942	1	3
1942	2	-8
1942	3	2
1942	4	8
1942	5	15
1942	6	29
1942	7	30
1942	8	28
1942	9	21
1942	10	12
1942	11	8
1942	12	9
1943	1	-3
1943	2	-7
1943	3	1
1943	4	17
1943	5	14
1943	6	25
1943	7	30
1943	8	33
1943	9	27
1943	10	14
1943	11	8
1943	12	8
1944	1	-2
1944	2	-1
1944	3	4
1944	4	16
1944	5	19
1944	6	28
1944	7	26
1944	8	32
1944	9	20
1944	10	16
1944	11	14
1944	12	6
1945	1	0
1945	2	-6
1945	3	8
1945	4	17
1945	5	20
1945	6	20
1945	7	31
1945	8	26
1945	9	21
1945	10	10
1945	11	9
1945	12	5
1946	1	1
1946	2	-1
1946	3	2
1946	4	14
1946	5	18
1946	6	25
1946	7	26
1946	8	26
1946	9	22
1946	10	19
1946	11	8
1946	12	11
1947	1	3
1947	2	-4
1947	3	5
1947	4	9
1947	5	14
1947	6	23
1947	7	31
1947	8	34
1947	9	28
1947	10	16
1947	11	8
1947	12	6
1948	1	0
1948	2	-1
1948	3	6
1948	4	8
1948	5	23
1948	6	27
1948	7	29
1948	8	35
1948	9	27
1948	10	18
1948	11	13
1948	12	5
1949	1	-3
1949	2	0
1949	3	3
1949	4	15
1949	5	23
1949	6	23
1949	7	31
1949	8	34
1949	9	27
1949	10	14
1949	11	9
1949	12	11
1950	1	-6
1950	2	1
1950	3	8
1950	4	16
1950	5	19
1950	6	28
1950	7	28
1950	8	29
1950	9	27
1950	10	11
1950	11	11
1950	12	10
1951	1	-6
1951	2	1
1951	3	7
1951	4	17
1951	5	23
1951	6	23
1951	7	26
1951	8	30
1951	9	23
1951	10	17
1951	11	9
1951	12	4
1952	1	-4
1952	2	-8
1952	3	2
1952	4	9
1952	5	21
1952	6	25
1952	7	25
1952	8	33
1952	9	24
1952	10	11
1952	11	15
1952	12	3
1953	1	-5
1953	2	-7
1953	3	7
1953	4	8
1953	5	18
1953	6	20
1953	7	32
1953	8	31
1953	9	21
1953	10	16
1953	11	14
1953	12	4
1954	1	-5
1954	2	1
1954	3	6
1954	4	12
1954	5	22
1954	6	20
1954	7	32
1954	8	27
1954	9	20
1954	10	12
1954	11	10
1954	12	11
1955	1	1
1955	2	-3
1955	3	6
1955	4	12
1955	5	20
1955	6	23
1955	7	31
1955	8	35
1955	9	27
1955	10	14
1955	11	17
1955	12	3
1956	1	1
1956	2	-8
1956	3	6
1956	4	8
1956	5	22
1956	6	25
1956	7	27
1956	8	35
1956	9	24
1956	10	11
1956	11	13
1956	12	6
1957	1	-5
1957	2	-3
1957	3	5
1957	4	12
1957	5	23
1957	6	28
1957	7	27
1957	8	34
1957	9	25
1957	10	12
1957	11	10
1957	12	4
1958	1	1
1958	2	-8
1958	3	3
1958	4	12
1958	5	20
1958	6	23
1958	7	30
1958	8	29
1958	9	23
1958	10	14
1958	11	12
1958	12	5
1959	1	3
1959	2	-1
1959	3	2
1959	4	13
1959	5	22
1959	6	29
1959	7	24
1959	8	28
1959	9	24
1959	10	17
1959	11	14
1959	12	7
1960	1	1
1960	2	-7
1960	3	3
1960	4	11
1960	5	17
1960	6	28
1960	7	29
1960	8	27
1960	9	20
1960	10	18
1960	11	15
1960	12	8
1961	1	-3
1961	2	-3
1961	3	0
1961	4	16
1961	5	14
1961	6	24
1961	7	25
1961	8	27
1961	9	23
1961	10	15
1961	11	17
1961	12	5
1962	1	-2
1962	2	-7
1962	3	5
1962	4	8
1962	5	22
1962	6	23
1962	7	29
1962	8	32
1962	9	25
1962	10	19
1962	11	17
1962	12	2
1963	1	1
1963	2	-2
1963	3	3
1963	4	15
1963	5	20
1963	6	21
1963	7	29
1963	8	26
1963	9	26
1963	10	15
1963	11	8
1963	12	10
1964	1	-5
1964	2	-6
1964	3	2
1964	4	14
1964	5	23
1964	6	21
1964	7	24
1964	8	30
1964	9	22
1964	10	17
1964	11	12
1964	12	2
1965	1	-3
1965	2	-6
1965	3	8
1965	4	8
1965	5	17
1965	6	27
1965	7	24
1965	8	26
1965	9	23
1965	10	14
1965	11	17
1965	12	4
1966	1	1
1966	2	-4
1966	3	2
1966	4	13
1966	5	16
1966	6	24
1966	7	28
1966	8	29
1966	9	28
1966	10	16
1966	11	8
1966	12	10
1967	1	3
1967	2	-6
1967	3	2
1967	4	11
1967	5	15
1967	6	28
1967	7	27
1967	8	30
1967	9	22
1967	10	12
1967	11	12
1967	12	7
1968	1	-5
1968	2	-1
1968	3	5
1968	4	15
1968	5	15
1968	6	26
1968	7	33
1968	8	34
1968	9	21
1968	10	13
1968	11	11
1968	12	5
1969	1	1
1969	2	1
1969	3	8
1969	4	14
1969	5	21
1969	6	20
1969	7	28
1969	8	34
1969	9	24
1969	10	18
1969	11	9
1969	12	8
1970	1	2
1970	2	-3
1970	3	2
1970	4	9
1970	5	23
1970	6	29
1970	7	30
1970	8	26
1970	9	26
1970	10	14
1970	11	17
1970	12	11
1971	1	-6
1971	2	0
1971	3	9
1971	4	11
1971	5	15
1971	6	24
1971	7	32
1971	8	35
1971	9	26
1971	10	17
1971	11	15
1971	12	5
1972	1	1
1972	2	-7
1972	3	2
1972	4	10
1972	5	15
1972	6	25
1972	7	24
1972	8	35
1972	9	20
1972	10	14
1972	11	8
1972	12	3
1973	1	-3
1973	2	-1
1973	3	4
1973	4	9
1973	5	15
1973	6	23
1973	7	24
1973	8	29
1973	9	22
1973	10	11
1973	11	15
1973	12	7
1974	1	0
1974	2	-3
1974	3	4
1974	4	10
1974	5	16
1974	6	21
1974	7	31
1974	8	28
1974	9	24
1974	10	11
1974	11	14
1974	12	7
1975	1	1
1975	2	0
1975	3	5
1975	4	17
1975	5	16
1975	6	27
1975	7	27
1975	8	32
1975	9	24
1975	10	17
1975	11	17
1975	12	9
1976	1	-4
1976	2	-6
1976	3	1
1976	4	14
1976	5	17
1976	6	20
1976	7	26
1976	8	27
1976	9	25
1976	10	16
1976	11	13
1976	12	2
1977	1	-6
1977	2	-5
1977	3	4
1977	4	14
1977	5	20
1977	6	20
1977	7	26
1977	8	31
1977	9	28
1977	10	19
1977	11	13
1977	12	2
1978	1	0
1978	2	-8
1978	3	8
1978	4	11
1978	5	21
1978	6	28
1978	7	26
1978	8	27
1978	9	20
1978	10	15
1978	11	16
1978	12	7
1979	1	-1
1979	2	-8
1979	3	7
1979	4	11
1979	5	22
1979	6	22
1979	7	27
1979	8	26
1979	9	27
1979	10	17
1979	11	15
1979	12	8
1980	1	3
1980	2	-7
1980	3	1
1980	4	17
1980	5	14
1980	6	28
1980	7	33
1980	8	34
1980	9	28
1980	10	10
1980	11	11
1980	12	9
1981	1	-6
1981	2	-2
1981	3	9
1981	4	10
1981	5	15
1981	6	27
1981	7	31
1981	8	35
1981	9	27
1981	10	16
1981	11	10
1981	12	9
1982	1	-5
1982	2	-3
1982	3	8
1982	4	16
1982	5	18
1982	6	25
1982	7	30
1982	8	31
1982	9	26
1982	10	18
1982	11	12
1982	12	10
1983	1	2
1983	2	-5
1983	3	8
1983	4	15
1983	5	19
1983	6	22
1983	7	28
1983	8	31
1983	9	20
1983	10	15
1983	11	15
1983	12	5
1984	1	-4
1984	2	-1
1984	3	2
1984	4	9
1984	5	17
1984	6	24
1984	7	33
1984	8	30
1984	9	21
1984	10	19
1984	11	13
1984	12	9
1985	1	-2
1985	2	-7
1985	3	2
1985	4	10
1985	5	15
1985	6	26
1985	7	26
1985	8	26
1985	9	22
1985	10	12
1985	11	17
1985	12	9
1986	1	-2
1986	2	-5
1986	3	5
1986	4	14
1986	5	15
1986	6	24
1986	7	24
1986	8	29
1986	9	21
1986	10	12
1986	11	15
1986	12	9
1987	1	3
1987	2	0
1987	3	1
1987	4	8
1987	5	21
1987	6	26
1987	7	24
1987	8	27
1987	9	20
1987	10	12
1987	11	13
1987	12	3
1988	1	3
1988	2	-1
1988	3	1
1988	4	11
1988	5	15
1988	6	22
1988	7	24
1988	8	32
1988	9	28
1988	10	17
1988	11	12
1988	12	11
1989	1	-4
1989	2	-4
1989	3	4
1989	4	13
1989	5	23
1989	6	21
1989	7	26
1989	8	34
1989	9	29
1989	10	16
1989	11	8
1989	12	8
1990	1	-2
1990	2	-8
1990	3	9
1990	4	12
1990	5	19
1990	6	24
1990	7	30
1990	8	32
1990	9	23
1990	10	19
1990	11	17
1990	12	7
1991	1	-4
1991	2	-7
1991	3	3
1991	4	8
1991	5	23
1991	6	29
1991	7	25
1991	8	29
1991	9	24
1991	10	15
1991	11	16
1991	12	7
1992	1	1
1992	2	-5
1992	3	3
1992	4	16
1992	5	23
1992	6	25
1992	7	29
1992	8	29
1992	9	28
1992	10	16
1992	11	8
1992	12	5
1993	1	-3
1993	2	-2
1993	3	1
1993	4	16
1993	5	21
1993	6	20
1993	7	29
1993	8	27
1993	9	21
1993	10	10
1993	11	11
1993	12	2
1994	1	-6
1994	2	-4
1994	3	5
1994	4	12
1994	5	16
1994	6	24
1994	7	33
1994	8	35
1994	9	29
1994	10	14
1994	11	17
1994	12	10
1995	1	-5
1995	2	-2
1995	3	3
1995	4	17
1995	5	17
1995	6	23
1995	7	28
1995	8	32
1995	9	21
1995	10	15
1995	11	14
1995	12	3
1996	1	1
1996	2	-6
1996	3	2
1996	4	17
1996	5	16
1996	6	28
1996	7	25
1996	8	28
1996	9	24
1996	10	17
1996	11	16
1996	12	8
1997	1	-3
1997	2	-1
1997	3	7
1997	4	10
1997	5	17
1997	6	27
1997	7	26
1997	8	31
1997	9	23
1997	10	17
1997	11	14
1997	12	10
1998	1	-5
1998	2	-5
1998	3	6
1998	4	12
1998	5	14
1998	6	23
1998	7	29
1998	8	34
1998	9	25
1998	10	10
1998	11	17
1998	12	11
1999	1	2
1999	2	-8
1999	3	2
1999	4	12
1999	5	23
1999	6	20
1999	7	25
1999	8	28
1999	9	20
1999	10	10
1999	11	14
1999	12	5
2000	1	3
2000	2	-8
2000	3	8
2000	4	11
2000	5	22
2000	6	27
2000	7	27
2000	8	27
2000	9	20
2000	10	10
2000	11	13
2000	12	2
